FID,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,STAIDT
5167,06891500,"WAKARUSA R NR LAWRENCE, KS",Non-ref,CntlPlains,1103.721,10L,38.911295,-95.261101,KS," ",yes,80,60,20,T06891500
5168,06891810,"STRANGER C NR POTTER, KS",Ref,CntlPlains,472.9716,10L,39.447775,-95.162191,KS," ",yes,6,6,6,T06891810
5169,06892000,"STRANGER C NR TONGANOXIE, KS",Ref,CntlPlains,1092.723,10L,39.116327,-95.010881,KS,yes,yes,80,60,20,T06892000
5170,06892360,"KILL C AT 95TH ST NR DESOTO, KS",Non-ref,CntlPlains,124.1127,10L,38.956667,-94.973611,KS," ",yes,6,6,6,T06892360
5171,06892495,"CEDAR C NR DESOTO, KS",Non-ref,CntlPlains,151.1271,10L,38.978056,-94.922778,KS," ",yes,7,7,7,T06892495
5172,06892513,"MILL C AT JOHNSON DRIVE, SHAWNEE, KS",Non-ref,CntlPlains,150.5421,10L,39.029167,-94.817222,KS," ",yes,7,7,7,T06892513
5173,06893080,"BLUE R NR STANLEY, KS",Non-ref,CntlPlains,117.81,10L,38.812522,-94.675913,KS," ",yes,35,35,20,T06893080
5174,06893100,"BLUE R AT KENNETH RD, OVERLAND PARK, KS",Non-ref,CntlPlains,170.8281,10L,38.842222,-94.612222,KS," ",yes,6,6,6,T06893100
5175,06893150,"Blue River at Blue Ridge Blvd Ext in KC, MO",Non-ref,CntlPlains,241.1847,10L,38.88942,-94.58067,MO," ",yes,7,7,7,T06893150
5176,06893300,"INDIAN C AT OVERLAND PARK, KS",Non-ref,CntlPlains,68.71951,10L,38.940615,-94.671291,KS," ",yes,46,46,20,T06893300
5177,06893390,"INDIAN C AT STATE LINE RD, LEAWOOD, KS",Non-ref,CntlPlains,167.4594,10L,38.938333,-94.607778,KS," ",yes,6,6,6,T06893390
5178,06893400,"Indian Creek at 103rd St in Kansas City, MO",Non-ref,CntlPlains,168.3207,10L,38.94197,-94.6045,MO," ",yes,6,6,6,T06893400
5179,06893500,"Blue River at Kansas City, MO",Non-ref,CntlPlains,477.0423,10L,38.957003,-94.5589,MO," ",yes,70,60,20,T06893500
5180,06893557,"Brush Creek at Ward Parkway in Kansas City, MO",Non-ref,CntlPlains,33.9336,10L,39.033083,-94.605389,MO," ",yes,11,11,11,T06893557
5181,06893560,"Brush Creek at Kansas City, MO",Non-ref,CntlPlains,40.644,10L,39.0397,-94.58525,MO," ",yes,7,7,0,T06893560
5182,06893562,"Brush Creek at Rockhill Road in Kansas City, MO",Non-ref,CntlPlains,46.8063,10L,39.03925,-94.578722,MO," ",yes,11,11,11,T06893562
5183,06893578,"Blue River at Stadium Drive in Kansas City, MO",Non-ref,CntlPlains,659.8953,10L,39.058338,-94.511898,MO," ",yes,7,7,7,T06893578
5184,06893620,"Rock Creek at Kentucky Road in Independence, MO",Non-ref,CntlPlains,24.4224,10L,39.11194,-94.47222,MO," ",yes,4,4,4,T06893620
5185,06893793,"L. Blue R. below Longview D.S. at KC, MO",Non-ref,CntlPlains,127.854,10L,38.925917,-94.468583,MO," "," ",33,33,10,T06893793
5186,06893890,"East Fork Little Blue River nr Blue Springs, MO",Non-ref,CntlPlains,89.0307,10L,39.025562,-94.343839,MO," "," ",25,25,10,T06893890
5187,06893910,"Little Blue River at 39th St. in Independence, MO",Non-ref,CntlPlains,400.5822,10L,39.04723,-94.33773,MO," ",yes,4,4,4,T06893910
5188,06893970,"Spring Branch Creek at Holke Rd in Independence, M",Non-ref,CntlPlains,21.8032,10L,39.08834,-94.34356,MO," ",yes,4,4,4,T06893970
5189,06894000,"Little Blue River near Lake City, MO",Non-ref,CntlPlains,480.4056,10L,39.100561,-94.300504,MO," ",yes,61,60,20,T06894000
5190,06894200,"Fishing River above Mosby, MO",Non-ref,CntlPlains,115.3755,10L,39.33167,-94.336892,MO," ",yes,2,2,2,T06894200
5191,06894500,"E.F. FISHING R. AT EXCELSIOR SPRINGS, MO.",Non-ref,CntlPlains,52.272,10L,39.338781,-94.213183,MO," "," ",21,21,0,T06894500
5192,06895000,"CROOKED RIVER NEAR RICHMOND, MO.",Ref,CntlPlains,412.6509,10L,39.332664,-93.98,MO," ",yes,24,23,2,T06895000
5193,06896000,"WAKENDA CREEK AT CARROLLTON, MO.",Non-ref,CntlPlains,643.6539,10L,39.346733,-93.496042,MO," ",yes,23,22,1,T06896000
5194,06897000,"East Fork Big Creek near Bethany, MO",Non-ref,CntlPlains,235.5885,10L,40.297225,-94.026219,MO," ",yes,50,35,12,T06897000
5195,06897500,"Grand River near Gallatin, MO",Non-ref,CntlPlains,5819.077,10L,39.926952,-93.942722,MO," ",yes,88,59,19,T06897500
5196,06897950,"Elk Creek near Decatur City, IA",Ref,CntlPlains,135.9388,10L,40.724442,-93.938282,IA," "," ",27,27,5,T06897950
5197,06898000,"Thompson River at Davis City, IA",Non-ref,CntlPlains,1801.335,10L,40.64028,-93.80828,IA," ",yes,74,60,20,T06898000
5198,06898400,"Weldon River near Leon, IA",Ref,CntlPlains,274.167,10L,40.695838,-93.635498,IA," "," ",33,33,2,T06898400
5199,06899000,WELDON RIVER AT MILL GROVE MO,Ref,CntlPlains,1243.715,10L,40.309908,-93.594919,MO," "," ",43,23,0,T06899000
5200,06899500,"Thompson River at Trenton, MO",Non-ref,CntlPlains,4462.355,10L,40.069303,-93.638033,MO," ",yes,80,59,19,T06899500
5201,06899700,SHOAL CREEK NEAR BRAYMER MO,Ref,CntlPlains,1004.281,10L,39.668489,-93.767122,MO," ",yes,22,22,2,T06899700
5202,06900000,"MEDICINE CREEK NEAR GALT, MO",Non-ref,CntlPlains,601.1226,10L,40.129744,-93.362542,MO," "," ",66,39,1,T06900000
5203,06900050,"Medicine Creek near Laredo, MO",Non-ref,CntlPlains,954.1926,10L,40.026611,-93.436222,MO," ",yes,8,8,8,T06900050
5204,06901500,"Locust Creek near Linneus, MO",Non-ref,CntlPlains,1436.503,10L,39.895931,-93.236519,MO," ",yes,52,32,9,T06901500
5205,06902000,"Grand River near Sumner, MO",Non-ref,CntlPlains,17944.12,10L,39.640033,-93.273686,MO," ",yes,85,60,20,T06902000
5206,06903400,"Chariton River near Chariton, IA",Ref,CntlPlains,481.4154,10L,40.95189,-93.259848,IA,yes,yes,44,44,20,T06903400
5207,06903700,"South Fork Chariton River near Promise City, IA",Non-ref,CntlPlains,439.3953,10L,40.800561,-93.19243,IA," ",yes,42,42,20,T06903700
5208,06903900,"Chariton River near Rathbun, IA",Non-ref,CntlPlains,1407.987,10L,40.821872,-92.891254,IA," ",yes,51,51,18,T06903900
5209,06904010,"Chariton River near Moulton, IA",Non-ref,CntlPlains,1919.11,10L,40.692517,-92.772418,IA," ",yes,30,30,20,T06904010
5210,06904050,"Chariton River at Livonia, MO",Non-ref,CntlPlains,2246.616,10L,40.484017,-92.685914,MO," ",yes,35,35,20,T06904050
5211,06904500,"Chariton River at Novinger, MO",Non-ref,CntlPlains,3537.129,10L,40.234333,-92.686375,MO," ",yes,77,58,20,T06904500
5212,06905500,"Chariton River near Prairie Hill, MO",Non-ref,CntlPlains,4899.487,10L,39.539942,-92.79075,MO," ",yes,80,60,20,T06905500
5213,06906000,"Mussel Fork near Musselfork, MO",Non-ref,CntlPlains,704.5974,10L,39.523528,-92.949639,MO," ",yes,36,35,6,T06906000
5214,06906150,"Long Branch Creek near Atlanta, MO",Ref,CntlPlains,59.3595,10L,39.897306,-92.49325,MO," ",yes,13,13,13,T06906150
5215,06906200,"East Fork Little Chariton R. nr Macon, MO",Non-ref,CntlPlains,268.9155,10L,39.751447,-92.518956,MO," ",yes,38,38,20,T06906200
5216,06906300,"East Fork Little Chariton R. nr Huntsville, MO",Non-ref,CntlPlains,564.9921,10L,39.454914,-92.568497,MO," ",yes,47,47,20,T06906300
5217,06906800,"Lamine River near Otterville, MO",Ref,EastHghlnds,1414.753,10L,38.70225,-92.978833,MO,yes,yes,22,22,20,T06906800
5218,06907000,"LAMINE RIVER AT CLIFTON CITY, MO.",Non-ref,EastHghlnds,1558.494,10L,38.757064,-93.022697,MO," "," ",49,22,0,T06907000
5219,06907500,"SOUTH FORK BLACKWATER RIVER NEAR ELM, MO.",Non-ref,CntlPlains,43.0209,10L,38.818956,-94.035864,MO," "," ",25,25,0,T06907500
5220,06907700,"Blackwater River at Valley City, MO",Non-ref,CntlPlains,1384.497,10L,38.87001,-93.62216,MO," ",yes,2,2,2,T06907700
5221,06908000,"Blackwater River at Blue Lick, MO",Non-ref,CntlPlains,2894.894,10L,38.992242,-93.196871,MO," ",yes,82,60,20,T06908000
5222,06909500,"MONITEAU CREEK NEAR FAYETTE, MO",Ref,SEPlains,193.8906,10L,39.120833,-92.567222,MO," ",yes,26,25,6,T06909500
5223,06910230,"HINKSON CREEK AT COLUMBIA, MO",Non-ref,CntlPlains,181.881,10L,38.92775,-92.339944,MO," ",yes,22,22,4,T06910230
5224,06910750,"Moreau River near Jefferson City, MO",Non-ref,EastHghlnds,1457.401,10L,38.529031,-92.192031,MO," ",yes,33,32,8,T06910750
5225,06910800,"MARAIS DES CYGNES R NR READING, KS",Ref,CntlPlains,444.5973,10L,38.567005,-95.961632,KS,yes,yes,40,40,20,T06910800
5226,06911000,"MARAIS DES CYGNES R AT MELVERN, KS",Non-ref,CntlPlains,875.5425,10L,38.516421,-95.691924,KS," ",yes,36,26,1,T06911000
5227,06911490,"SALT C AT LYNDON, KS",Ref,CntlPlains,248.1408,10L,38.6014,-95.68471,KS," ",yes,10,10,10,T06911490
5228,06911500,"SALT C NR LYNDON, KS",Non-ref,CntlPlains,282.1842,10L,38.608899,-95.638317,KS," "," ",60,50,10,T06911500
5229,06911900,"DRAGOON C NR BURLINGAME, KS",Ref,CntlPlains,293.0553,10L,38.71069,-95.836029,KS,yes,yes,49,49,20,T06911900
5230,06912500,"HUNDRED AND TEN MILE C NR QUENEMO, KS",Non-ref,CntlPlains,836.8893,10L,38.644923,-95.559801,KS," ",yes,70,60,20,T06912500
5231,06913000,"MARAIS DES CYGNES R NR POMONA, KS",Non-ref,CntlPlains,2727.127,10L,38.584178,-95.45359,KS," ",yes,56,41,20,T06913000
5232,06913500,"MARAIS DES CYGNES R NR OTTAWA, KS",Non-ref,CntlPlains,3242.405,10L,38.618186,-95.268213,KS," ",yes,93,60,20,T06913500
5233,06914000,"POTTAWATOMIE C NR GARNETT, KS",Non-ref,CntlPlains,862.2018,10L,38.333631,-95.248863,KS," "," ",62,52,12,T06914000
5234,06914100,"POTTAWATOMIE C NR SCIPIO, KS",Non-ref,CntlPlains,891.9828,10L,38.34889,-95.20333,KS," ",yes,8,8,8,T06914100
5235,06914950,"BIG BULL C NR EDGERTON, KS",Non-ref,CntlPlains,74.88271,10L,38.75334,-94.97719,KS," ",yes,16,16,16,T06914950
5236,06914990,"L BULL C NR SPRING HILL, KS",Ref,CntlPlains,20.3814,10L,38.76751,-94.87941,KS," ",yes,16,16,16,T06914990
5237,06915000,"BIG BULL C NR HILLSDALE, KS",Non-ref,CntlPlains,378.9171,10L,38.636678,-94.89163,KS," ",yes,51,51,20,T06915000
5238,06915800,"MARAIS DES CYGNES R AT LA CYGNE, KS",Non-ref,CntlPlains,7026.935,10L,38.345382,-94.772417,KS," ",yes,25,25,20,T06915800
5239,06916500,"Big Sugar Creek at Farlinville, KS",Non-ref,CntlPlains,518.6246,10L,38.235303,-94.853852,KS," "," ",22,20,0,T06916500
5240,06916600,"MARAIS DES CYGNES R NR KS-MO ST LINE, KS",Non-ref,CntlPlains,8387.032,10L,38.222525,-94.668012,KS," ",yes,51,51,20,T06916600
5241,06917000,"L OSAGE R AT FULTON, KS",Ref,CntlPlains,765.7839,10L,38.018968,-94.713668,KS,yes,yes,60,60,20,T06917000
5242,06917060,"Little Osage River at Horton, MO",Non-ref,CntlPlains,1289.278,10L,37.994806,-94.369306,MO," ",yes,9,9,9,T06917060
5243,06917240,"MARMATON R NR UNIONTOWN, KS",Non-ref,CntlPlains,213.4341,10L,37.8356,-94.98136,KS," ",yes,8,8,8,T06917240
5244,06917380,"MARMATON R NR MARMATON, KS",Ref,CntlPlains,760.95,10L,37.817541,-94.79191,KS," "," ",37,37,19,T06917380
5245,06917500,"MARMATON R NR FORT SCOTT, KS",Non-ref,CntlPlains,1058.075,10L,37.863315,-94.678599,KS," ",yes,45,22,0,T06917500
5246,06917560,"Marmaton River near Richards, MO",Non-ref,CntlPlains,1178.792,10L,37.864722,-94.582222,MO," ",yes,4,4,4,T06917560
5247,06917630,"East Drywood Creek at Prairie State Park, MO",Ref,CntlPlains,8.7021,10L,37.535361,-94.558083,MO," ",yes,5,5,5,T06917630
5248,06918060,"Marmaton River near Nevada, MO",Non-ref,CntlPlains,2772.852,10L,37.862028,-94.39925,MO," ",yes,6,6,6,T06918060
5249,06918070,"Osage River above Schell City, MO",Non-ref,CntlPlains,14338.49,10L,38.055861,-94.145417,MO," ",yes,20,20,19,T06918070
5250,06918440,"Sac River near Dadeville, MO",Non-ref,EastHghlnds,671.9008,10L,37.443142,-93.684883,MO," ",yes,43,43,20,T06918440
5251,06918460,"Turnback Creek above Greenfield, MO",Ref,EastHghlnds,650.6892,10L,37.402369,-93.802028,MO,yes,yes,44,44,20,T06918460
5252,06918493,"South Fork Dry Sac River near Springfield, MO",Non-ref,EastHghlnds,39.7692,10L,37.266389,-93.249472,MO," ",yes,11,11,11,T06918493
5253,06918740,"Little Sac River near Morrisville, MO",Non-ref,EastHghlnds,609.8481,10L,37.482856,-93.485647,MO," ",yes,41,41,20,T06918740
5254,06919000,"Sac River near Stockton, MO",Non-ref,EastHghlnds,2977.444,10L,37.697861,-93.761694,MO," "," ",68,40,0,T06919000
5255,06919020,"Sac River at Hwy J below Stockton, MO",Non-ref,EastHghlnds,3322.945,10L,37.735875,-93.779683,MO," ",yes,36,36,20,T06919020
5256,06919500,"Cedar Creek near Pleasant View, MO",Ref,CntlPlains,1069.424,10L,37.834203,-93.875492,MO,yes,yes,64,60,20,T06919500
5257,06919900,"Sac River near Caplinger Mills, MO",Non-ref,EastHghlnds,4647.281,10L,37.869831,-93.803164,MO," ",yes,35,35,20,T06919900
5258,06920580,"Weaubleau Creek near Collins, MO",Non-ref,EastHghlnds,333.3177,10L,38.011944,-93.627222,MO," ",yes,2,2,2,T06920580
5259,06921070,"Pomme de Terre River near Polk, MO",Ref,EastHghlnds,712.586,10L,37.682653,-93.370333,MO,yes,yes,41,41,20,T06921070
5260,06921200,"Lindley Creek near Polk, MO",Ref,EastHghlnds,323.6193,10L,37.750467,-93.266183,MO,yes,yes,52,52,20,T06921200
5261,06921350,"Pomme de Terre River near Hermitage, MO",Non-ref,EastHghlnds,1635.647,10L,37.906061,-93.328917,MO," ",yes,49,49,20,T06921350
5262,06921590,"South Grand River at Archie, MO",Non-ref,CntlPlains,916.5105,10L,38.479167,-94.334592,MO," ",yes,19,19,2,T06921590
5263,06921720,"Big Creek near Blairstown, MO",Non-ref,CntlPlains,1079.744,10L,38.554978,-93.965353,MO," ",yes,15,15,2,T06921720
5264,06922000,"SOUTH GRAND RIVER NEAR BROWNINGTON, MO.",Non-ref,CntlPlains,4308.872,10L,38.263635,-93.714656,MO," "," ",50,22,0,T06922000
5265,06923250,"Niangua River at Windyville, MO",Non-ref,EastHghlnds,873.2281,10L,37.684207,-92.92435,MO," ",yes,7,7,7,T06923250
5266,06923940,"Niangua River ab Lake Niangua nr Macks Creek, MO",Ref,EastHghlnds,1353.759,10L,37.86333,-92.89806,MO," ",yes,1,1,1,T06923940
5267,06923950,"Niangua River at Tunnel Dam near Macks Creek, MO",Non-ref,EastHghlnds,1546.36,10L,37.936944,-92.851361,MO," ",yes,13,13,13,T06923950
5268,06924000,"NIANGUA RIVER NEAR DECATURVILLE, MO.",Non-ref,EastHghlnds,1590.557,10L,37.937817,-92.843792,MO," "," ",39,20,0,T06924000
5269,06925200,STARKS CREEK AT PRESTON MO,Ref,EastHghlnds,10.9503,10L,37.940781,-93.196719,MO," "," ",20,20,0,T06925200
5270,06926000,"Osage River near Bagnell, MO",Non-ref,CntlPlains,36166.79,10L,38.191422,-92.607407,MO," ",yes,84,60,20,T06926000
5271,06926500,"Osage River near St. Thomas, MO",Non-ref,CntlPlains,37773.42,10L,38.338924,-92.226289,MO," "," ",65,47,7,T06926500
5272,06926510,"Osage River below St. Thomas, MO",Non-ref,CntlPlains,37907.92,10L,38.421444,-92.20825,MO," ",yes,13,13,13,T06926510
5273,06927000,"Maries River at Westphalia, MO",Ref,EastHghlnds,667.098,10L,38.431806,-91.988611,MO," ",yes,29,28,7,T06927000
5274,06927240,"Auxvasse Creek near Reform, MO",Non-ref,SEPlains,755.8551,10L,38.76,-91.840278,MO," ",yes,1,1,1,T06927240
5275,06928000,"Gasconade River near Hazelgreen, MO",Ref,EastHghlnds,3274.775,10L,37.759207,-92.451838,MO," ",yes,52,31,9,T06928000
5276,06928300,"Roubidoux Creek above Ft. Leonard Wood, MO",Ref,EastHghlnds,428.0553,10L,37.601083,-92.233806,MO," ",yes,9,9,9,T06928300
5277,06928420,Roubidoux Creek at Polla Rd bl Ft. Leonard Wood,Ref,EastHghlnds,707.6501,10L,37.79194,-92.18333,MO," ",yes,0,0,0,T06928420
5278,06928500,"GASCONADE RIVER NEAR WAYNESVILLE, MISSOURI",Non-ref,EastHghlnds,4399.609,10L,37.872262,-92.227113,MO," "," ",57,22,0,T06928500
5279,06930000,"BIG PINEY RIVER NR BIG PINEY, MO",Ref,EastHghlnds,1426.903,10L,37.665636,-92.049914,MO," ",yes,78,50,16,T06930000
5280,06930060,"Big Piney below Ft. Leonard Wood, MO",Non-ref,EastHghlnds,1535.818,10L,37.76025,-92.057972,MO," ",yes,9,9,9,T06930060
5281,06931500,"LITTLE BEAVER CR NR ROLLA, MO",Non-ref,EastHghlnds,16.6392,10L,37.935041,-91.836548,MO," "," ",27,26,0,T06931500
5282,06932000,"Little Piney Creek at Newburg, MO",Non-ref,EastHghlnds,514.2285,10L,37.909536,-91.903322,MO," ",yes,80,60,20,T06932000
5283,06933500,"Gasconade River at Jerome, MO",Non-ref,EastHghlnds,7339.505,10L,37.929925,-91.977331,MO," ",yes,87,60,20,T06933500
5284,06934000,"Gasconade River near Rich Fountain, MO",Ref,EastHghlnds,8264.9,10L,38.388808,-91.819889,MO,yes,yes,60,33,20,T06934000
5285,06935755,"Bonhomme Creek near Ellisville, MO",Non-ref,SEPlains,11.8683,10L,38.609806,-90.672417,MO," ",yes,11,11,11,T06935755
5286,06935770,"Bonhomme Creek near Clarkson Valley, MO",Non-ref,SEPlains,30.7701,10L,38.657833,-90.619167,MO," ",yes,11,11,11,T06935770
5287,06935830,"Caulks Creek at Chesterfield, MO",Non-ref,SEPlains,44.424,10L,38.654639,-90.594944,MO," ",yes,13,13,13,T06935830
5288,06935850,"Creve Coeur Creek at Chesterfield, MO",Non-ref,SEPlains,14.409,10L,38.646444,-90.527028,MO," ",yes,12,12,12,T06935850
5289,06935890,"Creve Coeur Creek near Creve Coeur, MO",Non-ref,SEPlains,57.2211,10L,38.68275,-90.488889,MO," ",yes,11,11,11,T06935890
5290,06935955,"Fee Fee Creek near Bridgeton, MO",Non-ref,SEPlains,30.222,10L,38.728,-90.447472,MO," ",yes,13,13,13,T06935955
5291,06935980,"Cowmire Creek at Bridgeton, MO",Non-ref,SEPlains,9.6822,10L,38.76425,-90.432833,MO," ",yes,12,12,12,T06935980
5292,06935997,"Mill Creek near Florissant, MO",Non-ref,SEPlains,5.5152,10L,38.848472,-90.286083,MO," ",yes,11,11,11,T06935997
5293,06936475,"Coldwater Creek near Black Jack, MO",Non-ref,SEPlains,105.8697,10L,38.818,-90.25125,MO," ",yes,13,13,13,T06936475
5294,07001910,"Watkins Creek near Bellefontaine Neighbors, MO",Non-ref,SEPlains,2.9988,07,38.778722,-90.233056,MO," ",yes,10,10,10,T07001910
5295,07001985,"Watkins Creek at Bellefontaine Neighbors, MO",Non-ref,SEPlains,13.6296,07,38.762278,-90.196917,MO," ",yes,12,12,12,T07001985
5296,07005000,"Maline Creek at Bellefontaine Neighbors, MO",Non-ref,SEPlains,61.3296,07,38.736778,-90.226194,MO," ",yes,11,11,11,T07005000
5297,07010022,"River Des Peres near University City, MO",Non-ref,SEPlains,21.3183,07,38.66825,-90.323694,MO," ",yes,12,12,12,T07010022
5298,07010030,"River Des Peres Trib. at Pagedale, MO",Non-ref,SEPlains,5.1138,07,38.676889,-90.314833,MO," ",yes,12,12,12,T07010030
5299,07010035,"Engelholm Creek near Wellston, MO",Non-ref,SEPlains,3.7287,07,38.682639,-90.302889,MO," ",yes,7,7,7,T07010035
5300,07010055,"Deer Creek at Litzinger Road at Ladue, MO",Non-ref,SEPlains,31.626,07,38.622361,-90.375333,MO," ",yes,8,8,8,T07010055
5301,07010061,"Two Mile Creek at Ladue, MO",Non-ref,SEPlains,16.5816,07,38.62061,-90.38512,MO," ",yes,1,1,1,T07010061
5302,07010070,"Sebago Creek near Rock Hill, MO",Non-ref,SEPlains,4.8843,07,38.615,-90.376389,MO," ",yes,7,7,7,T07010070
5303,07010075,"Deer Creek at Ladue, MO",Non-ref,SEPlains,55.8441,07,38.616389,-90.364222,MO," ",yes,8,8,8,T07010075
5304,07010082,"Black Creek near Brentwood, MO",Non-ref,SEPlains,14.8635,07,38.616719,-90.337338,MO," ",yes,5,5,5,T07010082
5305,07010086,"Deer Creek at Maplewood, MO",Non-ref,SEPlains,94.0257,07,38.600889,-90.326167,MO," ",yes,13,13,13,T07010086
5306,07010090,"MacKenzie Creek near Shrewsbury, MO",Non-ref,SEPlains,9.4149,07,38.576694,-90.323528,MO," ",yes,12,12,12,T07010090
5307,07010094,"Grammond Creek near Wilbur Park, MO",Non-ref,SEPlains,1.5579,07,38.564556,-90.309444,MO," ",yes,12,12,12,T07010094
5308,07010097,"River des Peres at St. Louis, MO",Non-ref,SEPlains,212.6259,07,38.559417,-90.283194,MO," ",yes,7,7,7,T07010097
5309,07010180,"Gravois Creek near Mehlville, MO",Non-ref,SEPlains,47.205,07,38.526944,-90.299639,MO," ",yes,13,13,13,T07010180
5310,07010208,"Martigney Creek near Arnold, MO",Non-ref,SEPlains,6.8175,07,38.490917,-90.293028,MO," ",yes,12,12,12,T07010208
5311,07010350,"Meramec River at Cook Station, MO",Ref,EastHghlnds,515.367,07,37.829147,-91.437483,MO," ",yes,17,17,1,T07010350
5312,07011500,GREEN ACRE BRANCH NEAR ROLLA MO,Non-ref,EastHghlnds,1.7145,07,37.914342,-91.725539,MO," "," ",27,26,0,T07011500
5313,07013000,"Meramec River near Steelville, MO",Non-ref,EastHghlnds,2024.755,07,37.998472,-91.360936,MO," ",yes,86,59,19,T07013000
5314,07014000,"Huzzah Creek near Steelville, MO",Ref,EastHghlnds,663.7914,07,37.974768,-91.204584,MO," ",yes,2,2,2,T07014000
5315,07014500,"Meramec River near Sullivan, MO",Ref,EastHghlnds,3845.5,07,38.158531,-91.108458,MO,yes,yes,78,60,20,T07014500
5316,07015000,BOURBEUSE RIVER NR ST. JAMES MO,Non-ref,EastHghlnds,54.6129,07,38.033376,-91.648213,MO," "," ",33,32,0,T07015000
5317,07015720,"Bourbeuse River near High Gate, MO",Non-ref,EastHghlnds,349.8309,07,38.146908,-91.580881,MO," ",yes,43,43,20,T07015720
5318,07016500,"Bourbeuse River at Union, MO",Non-ref,EastHghlnds,2077.624,07,38.444125,-90.995461,MO," ",yes,88,60,20,T07016500
5319,07017115,"Fox Creek at Allenton, MO",Non-ref,EastHghlnds,40.5936,07,38.49978,-90.68874,MO," ",yes,1,1,1,T07017115
5320,07017200,"Big River at Irondale, MO",Non-ref,EastHghlnds,461.2653,07,37.830011,-90.6909,MO," ",yes,44,44,20,T07017200
5321,07017500,"DRY BRANCH NEAR BONNE TERRE, MISSOURI",Ref,EastHghlnds,8.8101,07,37.929597,-90.461472,MO," "," ",20,20,0,T07017500
5322,07018000,"BIG RIVER NEAR DESOTO, MISSOURI",Non-ref,EastHghlnds,1874.142,07,38.122531,-90.675739,MO," "," ",34,34,0,T07018000
5323,07018100,"Big River near Richwoods, MO",Non-ref,EastHghlnds,1909.473,07,38.159614,-90.706042,MO," ",yes,60,60,20,T07018100
5324,07018500,"Big River at Byrnesville, MO",Non-ref,EastHghlnds,2344.942,07,38.391714,-90.637808,MO," ",yes,87,60,20,T07018500
5325,07019000,"Meramec River near Eureka, MO",Non-ref,EastHghlnds,9785.183,07,38.505609,-90.591792,MO," ",yes,90,60,20,T07019000
5326,07019072,"Kiefer Creek near Ballwin, MO",Non-ref,EastHghlnds,10.026,07,38.555583,-90.551306,MO," ",yes,13,13,13,T07019072
5327,07019090,"Williams Creek near Peerless Park, MO",Non-ref,EastHghlnds,19.8216,07,38.534417,-90.514111,MO," ",yes,12,12,12,T07019090
5328,07019120,"Fishpot Creek at Valley Park, MO",Non-ref,SEPlains,24.921,07,38.55175,-90.511472,MO," ",yes,13,13,13,T07019120
5329,07019150,"Grand Glaize Creek near Manchester, MO",Non-ref,EastHghlnds,13.1553,07,38.592861,-90.493,MO," ",yes,12,12,12,T07019150
5330,07019175,"Sugar Creek at Kirkwood, MO",Non-ref,EastHghlnds,13.3101,07,38.576583,-90.464333,MO," ",yes,12,12,12,T07019175
5331,07019185,"Grand Glaize Creek near Valley Park, MO",Non-ref,EastHghlnds,56.5434,07,38.568583,-90.471167,MO," ",yes,11,11,11,T07019185
5332,07019195,"Yarnell Creek at Fenton, MO",Non-ref,EastHghlnds,6.4791,07,38.527056,-90.447111,MO," ",yes,12,12,12,T07019195
5333,07019220,"Fenton Creek near Fenton, MO",Non-ref,EastHghlnds,11.1465,07,38.511167,-90.444278,MO," ",yes,12,12,12,T07019220
5334,07019317,"Mattese Creek near Mattese, MO",Non-ref,SEPlains,20.5767,07,38.483278,-90.341028,MO," ",yes,13,13,13,T07019317
5335,07020550,"South Fork Saline Creek near Perryville, MO",Non-ref,EastHghlnds,143.019,07,37.736944,-89.928333,MO," ",yes,8,8,8,T07020550
5336,07021000,"Castor River at Zalma, MO",Ref,EastHghlnds,1094.394,07,37.146647,-90.075503,MO," ",yes,79,50,10,T07021000
5337,07024000,"BAYOU DE CHIEN NEAR CLINTON, KY",Non-ref,SEPlains,177.8643,08,36.628671,-88.963951,KY," ",yes,61,51,17,T07024000
5338,07024200,"CROOKED CREEK NEAR HUNTINGDON, TN",Non-ref,SEPlains,67.8096,08,36.064506,-88.404771,TN," ",yes,2,2,2,T07024200
5339,07024300,"BEAVER CREEK AT HUNTINGDON, TN",Non-ref,SEPlains,145.3059,08,35.998837,-88.433548,TN," "," ",28,28,2,T07024300
5340,07024500,"SOUTH FORK OBION RIVER NEAR GREENFIELD, TN",Non-ref,SEPlains,990.8784,08,36.118121,-88.810895,TN," ",yes,65,45,7,T07024500
5341,07025400,"NORTH FORK OBION RIVER NEAR MARTIN, TENN (CE)",Non-ref,SEPlains,955.6254,08,36.40531,-88.854768,TN," ",yes,37,32,8,T07025400
5342,07025500,"NORTH FORK OBION RIVER NEAR UNION CITY, TN",Non-ref,SEPlains,1102.019,08,36.399786,-88.995342,TN," "," ",44,24,3,T07025500
5343,07026000,"OBION RIVER AT OBION, TN",Non-ref,SEPlains,4700.431,08,36.251179,-89.192569,TN," "," ",53,33,1,T07026000
5344,07026040,"OBION RIVER AT HWY 51 NEAR OBION, TN",Non-ref,SEPlains,4861.303,08,36.240829,-89.217644,TN," ",yes,66,46,14,T07026040
5345,07026300,"OBION RIVER NEAR BOGOTA, TN (CE)",Non-ref,SEPlains,5269.872,08,36.136737,-89.428962,TN," "," ",28,28,0,T07026300
